framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,8192,64,4,128,1,float16,float16,0,6.048255920410156
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,8192,64,8,128,1,float16,float16,0,6.050474802652995
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,6144,64,1,128,1,float16,float16,0,27.82634735107422
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,6144,64,64,128,1,float16,float16,0,29.578580220540363
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,6144,64,2,128,1,float16,float16,0,28.2250239054362
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,6144,64,4,128,1,float16,float16,0,28.325716654459637
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,6144,64,2,128,1,float16,float16,0,13.814442952473959
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,6144,64,1,128,1,float16,float16,0,13.920597076416016
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,6144,64,64,128,1,float16,float16,0,14.737237294514975
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,6144,64,1,128,1,float16,float16,0,56.15906270345052
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,6144,64,2,128,1,float16,float16,0,56.49698384602865
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,6144,64,64,128,1,float16,float16,0,7.32689094543457
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,6144,64,4,128,1,float16,float16,0,57.19347127278646
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,6144,64,8,128,1,float16,float16,0,57.61518859863281
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,6144,64,8,128,1,float16,float16,0,28.57557423909505
