framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,511,0.023381332556406658
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,8191,0.06621866424878438
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,4095,0.04795733094215393
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,1023,0.027477333943049114
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,2,1,64,8,128,1,float16,float16,16383,0.11827199657758077
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,1,0.013994666437307993
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,3,0.013994666437307993
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,15,0.014165333161751429
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,7,0.013823999712864557
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,31,0.014165333161751429
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,63,0.014335999886194864
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,127,0.014335999886194864
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,255,0.029866665601730347
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,2,128,1,float16,float16,1,0.02491733431816101
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,generation_attention,vllm_flash_attn,64,1,64,1,128,1,float16,float16,511,0.03515733281771342
